gender,country,city,age,brand,department,category,target
F,Spain,Utrera,55.0,Not Your Daughter's Jeans;Collection XIIX;Billabong;YMI,Women;Women;Women;Women,Jeans;Plus;Skirts;Shorts,0
F,South Korea,Seoul,61.0,Splendid;Royal Robbins;adidas,Women;Women;Women,Sweaters;Skirts;Active,0
F,Brasil,Belém,66.0,Rebecca Minkoff,Women,Accessories,0
F,United States,Jupiter,37.0,Allegra K;Hudson,Women;Women,Dresses;Pants & Capris,0
F,United States,Topeka,15.0,Three Dots;Angelina,Women;Women,Pants & Capris;Intimates,0
M,Brasil,Guarujá,35.0,Maui and Sons,Men,Swim,1
F,South Korea,Yongin City,30.0,Hanes;Kiyonna;WESC;C-Panty;Lucky Brand,Women;Women;Women;Women;Women,Active;Dresses;Sweaters;Maternity;Tops & Tees,0
M,China,Shenzhen,65.0,Louis Raphael;American Apparel;Champion,Men;Men;Men,Pants;Tops & Tees;Outerwear & Coats,0
F,Brasil,Rio Verde,52.0,Orvis,Women,Pants & Capris,0
M,United Kingdom,Maidstone,27.0,Calvin Klein Jeans,Men,Jeans,1
M,Australia,Busselton,37.0,N2N Bodywear;Bottoms Out;Columbia;Southpole,Men;Men;Men;Men,Swim;Sleep & Lounge;Tops & Tees;Shorts,0
M,China,Transport,44.0,Original Penguin,Men,Fashion Hoodies & Sweatshirts,0
F,United States,Houston,47.0,ililily,Women,Socks & Hosiery,0
F,United States,South Gate,65.0,LibbySue;Ray-Ban;AJs;Motherhood Maternity,Women;Women;Women;Women,Accessories;Accessories;Active;Maternity,0
F,China,Shenzhen,27.0,Wigwam,Women,Socks & Hosiery,0
F,China,Jinan,38.0,Vanity Fair,Women,Plus,0
M,United States,West Melbourne,70.0,Sprawl;Helly Hansen;U.S. Polo Assn.,Men;Men;Men,Swim;Outerwear & Coats;Outerwear & Coats,0
M,China,Xining,44.0,Giorgio Cerruti;Harley-Davidson;TopTie;Mundo Unico,Men;Men;Men;Men,Suits & Sport Coats;Accessories;Accessories;Underwear,0
F,Brasil,Moru,28.0,Luxury Divas;Ice;Allegra K;Vanity Fair,Women;Women;Women;Women,Leggings;Skirts;Pants & Capris;Plus,0
M,United States,Austin,38.0,Lee;Nautica,Men;Men,Jeans;Swim,0
M,China,Yichang,36.0,Calvin Klein,Men,Underwear,0
F,Brasil,Barbacena,66.0,COCO;Paul Frank,Women;Women,Swim;Sleep & Lounge,0
M,Spain,Salou,66.0,Carhartt;Alpinestars;Hot Topic;Gildan;Calvin Klein,Men;Men;Men;Men;Men,Outerwear & Coats;Fashion Hoodies & Sweatshirts;Fashion Hoodies & Sweatshirts;Tops & Tees;Underwear,1
F,Germany,Düsseldorf,62.0,Sleepshirt,Women,Sleep & Lounge,0
F,United States,Augusta,35.0,Cowgirl Tuff;Not Your Daughter's Jeans;Just Sexy;Pashmina,Women;Women;Women;Women,Jeans;Jeans;Intimates;Accessories,0
F,China,Kaifeng,17.0,Longitude;Braza,Women;Women,Swim;Intimates,0
M,China,Shangqiu,51.0,Alexander Del Rossa;Prontomoda;Hanes;Bass;Tommy Hilfiger,Men;Men;Men;Men;Men,Sleep & Lounge;Suits & Sport Coats;Underwear;Socks;Suits & Sport Coats,0
M,Brasil,Conselheiro Lafaiete,46.0,Carhartt;Tipsy Elves;Ed Garments;Cinch,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Sweaters;Shorts;Jeans,1
F,Germany,Sprockhövel,32.0,Three Dots,Women,Tops & Tees,1
M,China,Wuhan,65.0,Gary Majdell Sport;Cinch;ZOO YORK;Tri-Mountain;Woolrich,Men;Men;Men;Men;Men,Swim;Jeans;Jeans;Tops & Tees;Sweaters,1
F,Spain,Argamasilla de Alba,23.0,Velvet,Women,Leggings,0
M,United States,Salina,67.0,Mountain Hardwear,Men,Accessories,1
F,France,Saint-Barthélémy-de-Vals,34.0,As U Wish;Barely There;Hanes,Women;Women;Women,Dresses;Intimates;Intimates,0
M,France,Cergy,13.0,Van Heusen,Men,Tops & Tees,1
F,South Korea,Seoul,15.0,Aeropostale;United Face;Berkshire;Calvin Klein Jeans,Women;Women;Women;Women,Fashion Hoodies & Sweatshirts;Outerwear & Coats;Socks & Hosiery;Jeans,0
F,United States,San Diego,51.0,Glamorise;UNIONBAY,Women;Women,Intimates;Jeans,0
M,South Korea,Icheon City,50.0,Dockers;King Formal Wear;Parke & Ronen;Hurley;Goodhew;Quiksilver,Men;Men;Men;Men;Men;Men,Pants;Accessories;Swim;Swim;Active;Shorts,0
M,South Korea,Bucheon City,62.0,Quiksilver,Men,Shorts,0
F,China,Beijing,57.0,Tapp Collections;Diamond Chain;Gildan;Allegra K;WMU,Women;Women;Women;Women;Women,Accessories;Pants & Capris;Tops & Tees;Shorts;Intimates,0
M,China,Jinzhou,46.0,Hurley;Faconnable,Men;Men,Fashion Hoodies & Sweatshirts;Outerwear & Coats,0
M,China,Shijiazhuang,51.0,Caravelli,Men,Suits & Sport Coats,0
F,China,Shenzhen,65.0,Chaus;Charter Club;Columbia,Women;Women;Women,Sweaters;Sleep & Lounge;Tops & Tees,0
F,China,Harbin,44.0,Billabong;Calvin Klein;Rich & Skinny;Alfred Dunner,Women;Women;Women;Women,Skirts;Swim;Leggings;Pants & Capris,0
M,Brasil,Salvador,52.0,Burton;Adventure Time;Dockers,Men;Men;Men,Pants;Tops & Tees;Underwear,0
M,Brasil,null,28.0,Sunrise Outlet;Diesel;Victorinox;Quiksilver;Van Heusen;Football Fanatics,Men;Men;Men;Men;Men;Men,Tops & Tees;Jeans;Swim;Swim;Tops & Tees;Fashion Hoodies & Sweatshirts,0
F,Belgium,Walcourt,59.0,KAMALIKULTURE,Women,Dresses,0
M,United States,Algonquin,41.0,Venom;ExOfficio;Lord Daniels;Allegra K,Men;Men;Men;Men,Accessories;Active;Swim;Pants,1
F,South Korea,Seoul,24.0,David Kahn;Gabby Skye,Women;Women,Jeans;Dresses,0
M,China,Wenzhou,70.0,Volcom;ZOO YORK;The Little Alpaca's House,Men;Men;Men,Shorts;Fashion Hoodies & Sweatshirts;Sweaters,0
M,Germany,Augsburg,17.0,ASICS;KingSize;Tommy Hilfiger;Dockers;Columbia;Carhartt,Men;Men;Men;Men;Men;Men,Active;Active;Sweaters;Underwear;Outerwear & Coats;Fashion Hoodies & Sweatshirts,0
F,United States,South Fulton,14.0,Moontree,Women,Skirts,0
M,China,Lan'Zhou,24.0,Darn Tough,Men,Active,0
F,United States,Texarkana,16.0,Cosabella;Allegra K,Women;Women,Intimates;Fashion Hoodies & Sweatshirts,0
F,United States,Waukee,52.0,Cleo,Women,Intimates,1
M,China,Chongqing,64.0,Carhartt,Men,Outerwear & Coats,0
M,France,Athis-Mons,29.0,Falcon Bay;Concitor,Men;Men,Shorts;Pants,1
M,United States,Grand Forks,27.0,Levi's;Columbia,Men;Men,Accessories;Outerwear & Coats,0
M,China,Zhaotong,53.0,Axis,Men,Pants,0
M,Brasil,Praia Grande,69.0,Harley-Davidson;Wrangler;Austin Reed,Men;Men;Men,Tops & Tees;Outerwear & Coats;Suits & Sport Coats,0
F,Brasil,João Monlevade,16.0,Ardyss;Allegra K,Women;Women,Intimates;Fashion Hoodies & Sweatshirts,0
M,Australia,Brisbane,20.0,Weekender,Men,Shorts,1
M,China,Jieyang,54.0,Allegra K,Men,Pants,0
F,China,Qiqihar,25.0,Julian Taylor,Women,Dresses,0
F,China,Nanjing,57.0,Green Tea;Blue Platypus,Women;Women,Fashion Hoodies & Sweatshirts;Sweaters,0
F,China,Huainan,64.0,Tommy Hilfiger,Women,Tops & Tees,0
M,France,Maurepas,16.0,Under Armour,Men,Active,0
M,China,Chongqing,41.0,Company 81,Men,Shorts,0
F,Brasil,Armação dos Búzios,44.0,Maidenform;Not Your Daughter's Jeans;Jones New York;Dan Post;Sweet Pea,Women;Women;Women;Women;Women,Plus;Jeans;Sweaters;Socks & Hosiery;Jumpsuits & Rompers,0
F,Spain,Parla,18.0,Motherhood Maternity;French Connection;Woman Within,Women;Women;Women,Maternity;Dresses;Plus,0
F,United States,Stafford,26.0,Burton,Women,Fashion Hoodies & Sweatshirts,0
F,South Korea,Copper City,69.0,Allegra K;Tommy Hilfiger;Bali,Women;Women;Women,Jumpsuits & Rompers;Sweaters;Intimates,0
M,China,Pingliang,13.0,Match;Big and Tall Guys;Van Heusen,Men;Men;Men,Shorts;Pants;Sweaters,0
M,China,Hohhot,15.0,Diesel,Men,Fashion Hoodies & Sweatshirts,0
F,Spain,Torremendo,41.0,True Religion,Women,Jeans,0
M,China,Hami,31.0,Nautica;DC,Men;Men,Socks;Fashion Hoodies & Sweatshirts,0
M,Brasil,Tabatinga,52.0,LabelShopper;SmartWool,Men;Men,Sweaters;Socks,0
M,United States,Manhattan Beach,62.0,Columbia;Quiksilver;Kenneth Cole,Men;Men;Men,Accessories;Outerwear & Coats;Outerwear & Coats,0
F,United States,McKinney,38.0,!it Jeans;Hanes,Women;Women,Maternity;Intimates,0
F,China,Bengbu,32.0,Samanthas Style Shoppe;The Pajamagram Company,Women;Women,Pants & Capris;Sleep & Lounge,0
F,United States,Brownsville,26.0,VIP BOUTIQUE;A Pea in the Pod,Women;Women,Dresses;Maternity,0
F,Brasil,Extrema,14.0,Carol Wright Gifts;Levi's;BCBGeneration,Women;Women;Women,Sleep & Lounge;Shorts;Skirts,0
F,China,Loudi,49.0,Speedo,Women,Swim,0
M,United States,Orland Park,15.0,Ray-Ban;Allegra K,Men;Men,Accessories;Sweaters,1
M,China,Chongqing,55.0,Harbor Bay;John Deere,Men;Men,Sleep & Lounge;Active,0
F,China,Changchun,15.0,Lysse Leggings;Corset-story,Women;Women,Leggings;Intimates,0
M,United States,New Iberia,59.0,American Essentials;Hanes;Papi,Men;Men;Men,Sleep & Lounge;Underwear;Underwear,0
M,South Korea,Busan,43.0,Hudson,Men,Jeans,1
F,Germany,Mönchengladbach,51.0,True Religion;Oscar de la Renta;Avenue;Glamorise,Women;Women;Women;Women,Shorts;Intimates;Jeans;Plus,0
M,United Kingdom,Glasgow,68.0,Wigwam;Fruit of the Loom;TapouT;Kenneth Cole,Men;Men;Men;Men,Socks;Underwear;Fashion Hoodies & Sweatshirts;Jeans,1
M,Germany,Friedrichsdorf,66.0,Harley-Davidson,Men,Accessories,1
M,France,Sceaux,27.0,Dr. Comfort,Men,Active,0
M,China,Shanghai,20.0,Allegra K,Men,Fashion Hoodies & Sweatshirts,0
F,China,Aksu area,48.0,Illusion;Cloris Murphy,Women;Women,Intimates;Swim,0
F,Brasil,Praia Grande,60.0,eVogues Apparel;adidas;Marina West,Women;Women;Women,Sweaters;Active;Swim,0
F,United Kingdom,Birmingham,46.0,Betsey Johnson;SmartWool;boxed-gifts;Wrangler;Allegra K,Women;Women;Women;Women;Women,Intimates;Active;Leggings;Jeans;Dresses,0
M,France,Vertou,45.0,Storus Corporation;CTM;Hanes,Men;Men;Men,Accessories;Accessories;Underwear,0
M,United States,Nashville,46.0,Guide Gear,Men,Socks,0
M,United States,Murrieta,40.0,Dickies;SmartWool;U.S. Polo Assn.,Men;Men;Men,Outerwear & Coats;Tops & Tees;Tops & Tees,0
F,China,Lan'Zhou,16.0,Solutions That Stick,Women,Intimates,0
F,France,Cannes,41.0,Betsey Johnson,Women,Intimates,0
F,South Korea,Yongin City,46.0,Paul Frank,Women,Fashion Hoodies & Sweatshirts,0
M,South Korea,Seoul,36.0,point6;Nvie Designs;Hurley,Men;Men;Men,Socks;Underwear;Tops & Tees,1
F,Brasil,null,38.0,Hot from Hollywood,Women,Swim,0
F,United States,Minneapolis,15.0,Allegra K;Columbia,Women;Women,Outerwear & Coats;Active,0
M,France,Courbevoie,43.0,Diamond Chain,Men,Fashion Hoodies & Sweatshirts,0
M,China,Kashgar area,56.0,MG;Hurley,Men;Men,Accessories;Fashion Hoodies & Sweatshirts,0
M,China,Shenzhen,19.0,Quiksilver;Skechers;Carhartt,Men;Men;Men,Swim;Accessories;Outerwear & Coats,1
F,China,Nanchang,39.0,Fossil,Women,Plus,0
M,United States,Raleigh,18.0,Underworks,Men,Active,1
M,United States,Murrieta,46.0,Wolverine;UltraClub,Men;Men,Pants;Active,0
F,China,Fuyang,42.0,Silly yogi,Women,Swim,0
F,Brasil,Natal,15.0,Harajuku;FactoryExtreme,Women;Women,Fashion Hoodies & Sweatshirts;Blazers & Jackets,1
M,Brasil,São Gotardo,26.0,Rebel8;Buffalo by David Bitton,Men;Men,Fashion Hoodies & Sweatshirts;Jeans,0
F,France,Lyon,20.0,Fox,Women,Fashion Hoodies & Sweatshirts,0
M,United States,San Antonio,43.0,Volcom,Men,Jeans,0
F,China,Xiaogan,29.0,Panache,Women,Swim,0
M,Brasil,Santarém,57.0,Calvin Klein;Wrangler,Men;Men,Underwear;Jeans,1
F,United Kingdom,London,34.0,Levi's,Women,Jeans,0
M,France,Sète,39.0,Volcom,Men,Swim,0
F,United States,Pickerington,53.0,MariaE;Ultra Flirt,Women;Women,Intimates;Shorts,0
M,China,Chengdu,16.0,Alpha Industries;Alexander Del Rossa,Men;Men,Outerwear & Coats;Underwear,0
F,China,Mianyang,41.0,Carole Hochman;Luxury Lane,Women;Women,Sleep & Lounge;Accessories,0
F,United States,Port Charlotte,54.0,Mary Green;Wool Overs;Texcyngoods,Women;Women;Women,Intimates;Sweaters;Plus,0
M,United States,Sapulpa,68.0,Volcom;Van Heusen;Columbia,Men;Men;Men,Accessories;Tops & Tees;Active,0
F,China,Chengdu,68.0,Assets,Women,Intimates,0
F,United States,West Babylon,35.0,Eberjey;YMI;Russell Athletic;Quiksilver,Women;Women;Women;Women,Intimates;Jeans;Active;Sweaters,0
M,China,Taizhou,30.0,MARINO BAY,Men,Jeans,0
F,China,Meizhou,34.0,66 North;RAY&LI;Allegra K;H2W,Women;Women;Women;Women,Fashion Hoodies & Sweatshirts;Blazers & Jackets;Tops & Tees;Accessories,0
F,Germany,Sachsenheim,51.0,BB Dakota;Tiana B;ZOCKS,Women;Women;Women,Shorts;Dresses;Leggings,0
F,China,Shanghai,46.0,Silver Jeans,Women,Jeans,0
F,United States,Fredericksburg,66.0,American Apparel;Seven7;Bali,Women;Women;Women,Shorts;Pants & Capris;Intimates,0
F,Brasil,Congonhas,39.0,Hollywood Star Fashion;Marshal,Women;Women,Leggings;Accessories,0
M,Brasil,null,19.0,Quiksilver;Geoffrey Beene;robesale,Men;Men;Men,Shorts;Tops & Tees;Sleep & Lounge,1
M,China,Anyang,43.0,HUGO BOSS;Volcom,Men;Men,Sleep & Lounge;Tops & Tees,0
M,United Kingdom,Newbury,57.0,Fred Perry;Carhartt;Mundo Unico,Men;Men;Men,Outerwear & Coats;Accessories;Underwear,0
M,China,Shanghai,46.0,Allegra K;A:X Armani Exchange;Faconnable,Men;Men;Men,Pants;Jeans;Suits & Sport Coats,0
F,United States,Woods Creek,63.0,Frederick's of Hollywood;Playtex;Glamorise;Jones New York,Women;Women;Women;Women,Intimates;Intimates;Intimates;Pants & Capris,1
M,China,Shenzhen,70.0,Nat Nast,Men,Tops & Tees,0
F,China,Tianjin,62.0,Ray-Ban;Tapp Collections,Women;Women,Plus;Accessories,0
F,China,Shijiazhuang,14.0,Allegra K,Women,Leggings,0
M,United States,Plano,58.0,Obermeyer,Men,Sweaters,0
F,United Kingdom,Lincoln,48.0,Levi's;Magic Suit,Women;Women,Jeans;Maternity,0
F,China,Suzhou,55.0,Ilusion;Angelina;Japanese Weekend,Women;Women;Women,Intimates;Socks & Hosiery;Maternity,0
F,Brasil,Salvador,55.0,Sock It To Me;Allegra K,Women;Women,Socks & Hosiery;Blazers & Jackets,0
F,Japan,Machida City,21.0,Hurley,Women,Active,1
F,China,Beijing,55.0,Levi's,Women,Jeans,0
M,Spain,Granollers,24.0,Champion;Allegra K,Men;Men,Active;Pants,0
M,China,Changde,32.0,FASH Limited,Men,Accessories,0
F,Germany,Schwerte,28.0,O'Neill;Nautica;Motherhood Maternity,Women;Women;Women,Fashion Hoodies & Sweatshirts;Sleep & Lounge;Maternity,0
F,United States,Dubuque,22.0,Sheridyn Swim;Columbia,Women;Women,Swim;Outerwear & Coats,0
M,Brasil,Seabra,49.0,RVCA,Men,Jeans,0
F,United Kingdom,Dagenham,12.0,ANS,Women,Skirts,0
M,United States,Lakewood,37.0,DL1961,Men,Jeans,0
F,China,Wenzhou,21.0,Betsey Johnson;Private Island,Women;Women,Intimates;Accessories,0
M,China,Harbin,25.0,NA;Arc'teryx;Quiksilver,Men;Men;Men,Tops & Tees;Outerwear & Coats;Jeans,1
M,United States,Yucaipa,56.0,Diesel,Men,Outerwear & Coats,0
M,France,Lens,44.0,Pendleton,Men,Sweaters,0
F,China,Zhuzhou,49.0,Luxury Divas,Women,Accessories,0
F,China,Huaihua,36.0,Jules & Jim,Women,Maternity,0
F,China,Shan Tou,18.0,Vanity Fair;Allegra K,Women;Women,Intimates;Jumpsuits & Rompers,0
F,China,Haikou,30.0,Basic,Women,Active,0
M,France,Ifs,61.0,LRG;Shirt.Woot;Harley-Davidson,Men;Men;Men,Fashion Hoodies & Sweatshirts;Tops & Tees;Accessories,1
M,Australia,Shoalwater,65.0,Hanes,Men,Underwear,0
F,Spain,Guecho,21.0,Allegra K;Warm Things;Karla Colletto;Sugarlips,Women;Women;Women;Women,Fashion Hoodies & Sweatshirts;Sleep & Lounge;Swim;Leggings,0
F,Germany,Reutlingen,12.0,KUT from the Kloth,Women,Jeans,0
F,United States,Gardena,34.0,Allegra K;Ritchie Swimwear,Women;Women,Shorts;Swim,0
F,United States,Lafayette,68.0,Tri-Mountain;Allegra K;Sweetheart Slips,Women;Women;Women,Sweaters;Intimates;Intimates,0
F,China,Shenzhen,12.0,Popsi Lingerie;SmartWool,Women;Women,Intimates;Socks & Hosiery,0
F,China,Suzhou,50.0,Outdoor Research,Women,Accessories,0
M,China,Kashgar area,64.0,Bertolini;ExOfficio;Charles River Apparel;ARROW;VANCL,Men;Men;Men;Men;Men,Suits & Sport Coats;Shorts;Active;Sweaters;Sweaters,0
M,United Kingdom,Grimsby,37.0,Xtreme Couture;A:X Armani Exchange,Men;Men,Jeans;Jeans,0
M,China,Shenzhen,44.0,Volcom;K. Bell;Bullhead;Doctor Who;Speedo,Men;Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Socks;Pants;Socks;Swim,0
F,Germany,Böblingen,49.0,Profile,Women,Swim,0
M,China,Chaozhou,55.0,Aftco;Football Fanatics;Ed Garments;Drymax Socks;Apparel Force;Filson;Ralph Lauren;Aegean;Hot Topic,Men;Men;Men;Men;Men;Men;Men;Men;Men,Swim;Fashion Hoodies & Sweatshirts;Pants;Socks;Sweaters;Outerwear & Coats;Tops & Tees;Sleep & Lounge;Sleep & Lounge,0
M,United States,Rose Hill,47.0,Carhartt;DC,Men;Men,Outerwear & Coats;Outerwear & Coats,0
M,United States,Conway,43.0,Ralph Lauren;Burnside,Men;Men,Pants;Shorts,0
F,Brasil,Guarujá,14.0,Shadowline;Allegra K;GUESS by Marciano,Women;Women;Women,Sleep & Lounge;Shorts;Pants & Capris,0
F,Spain,Santa Coloma de Gramanet,54.0,Capezio,Women,Socks & Hosiery,0
M,China,Ningbo,41.0,DC;Wrangler,Men;Men,Fashion Hoodies & Sweatshirts;Pants,0
M,South Korea,Ansan City,17.0,Pendleton;ARROW;Ralph Lauren,Men;Men;Men,Accessories;Tops & Tees;Suits & Sport Coats,0
F,China,Chengdu,19.0,Vince Camuto;Royal Robbins;Fashion Forms,Women;Women;Women,Pants & Capris;Shorts;Intimates,0
F,China,Shanghai,65.0,Eddie Bauer;Thorlo,Women;Women,Pants & Capris;Socks & Hosiery,1
F,China,Hebi,50.0,Russell Athletic,Women,Active,0
F,United States,Rochester,39.0,FineBrandShop;Kuhl;Allen Allen;Momo Maternity,Women;Women;Women;Women,Tops & Tees;Outerwear & Coats;Skirts;Maternity,0
M,United States,Olivehurst,47.0,Forever Collectibles,Men,Socks,0
F,China,Wuhan,46.0,Trina Turk,Women,Blazers & Jackets,0
M,Brasil,Placas,20.0,Dockers,Men,Pants,1
M,China,Nanjing,65.0,Bjorn Borg;Levi's;Calvin Klein,Men;Men;Men,Socks;Accessories;Socks,0
F,China,Wenzhou,53.0,Southpole;Nicole Miller,Women;Women,Fashion Hoodies & Sweatshirts;Swim,0
F,United Kingdom,London,20.0,Allegra K,Women,Intimates,0
M,China,Guangzhou,13.0,Tasso Elba,Men,Sweaters,0
F,France,Dijon,65.0,Three Seasons Maternity,Women,Maternity,0
F,China,Foshan,42.0,Wool Overs,Women,Sweaters,0
M,France,Villeneuve-d'Ascq,66.0,Diesel,Men,Sleep & Lounge,0
M,China,Shangrao,37.0,Nautica;Volcom;Champion,Men;Men;Men,Sleep & Lounge;Tops & Tees;Active,0
F,United States,Orlando,24.0,Jones New York,Women,Blazers & Jackets,0
M,Brasil,Brasília,69.0,Quiksilver;Diesel;Champion,Men;Men;Men,Swim;Underwear;Active,0
M,United States,Schertz,43.0,Cubavera,Men,Pants,0
F,United States,Charleston,62.0,Hot Topic,Women,Pants & Capris,0
F,United States,Tempe,16.0,Hats;UjENA;Jockey,Women;Women;Women,Accessories;Clothing Sets;Sleep & Lounge,0
F,Spain,Barcelona,68.0,Reebok;Hot from Hollywood,Women;Women,Fashion Hoodies & Sweatshirts;Dresses,0
F,China,Wuxi,33.0,Carhartt;Cloris Murphy;Joie,Women;Women;Women,Outerwear & Coats;Swim;Leggings,0
F,United Kingdom,Oxford,24.0,Danskin;Hanes;eVogues Apparel,Women;Women;Women,Active;Socks & Hosiery;Sweaters,0
F,Brasil,Jaraguá,67.0,HOT;Bella;Allegra K,Women;Women;Women,Plus;Active;Shorts,1
F,United States,Surprise,68.0,Kensie;Quiksilver;LissKiss,Women;Women;Women,Sweaters;Sweaters;Socks & Hosiery,0
F,United States,Long Beach,33.0,United Face;Tri-Mountain;Lacoste,Women;Women;Women,Outerwear & Coats;Outerwear & Coats;Accessories,0
M,China,Beijing,70.0,Quiksilver,Men,Swim,0
M,China,Guangzhou,25.0,Tommy Hilfiger;Botany 500;Michael Kors;Elwood;MJ Soffe;AG Adriano Goldschmied,Men;Men;Men;Men;Men;Men,Accessories;Sleep & Lounge;Sweaters;Sweaters;Active;Jeans,0
F,United States,Mahwah,53.0,prAna;Evan Picone,Women;Women,Sweaters;Suits,0
M,Brasil,São Miguel dos Campos,45.0,MANGO,Men,Sweaters,1
M,China,Jieyang,65.0,WinnieFashion,Men,Tops & Tees,0
F,United States,New York,62.0,Cosabella,Women,Intimates,0
M,China,Changchun,21.0,Wrangler,Men,Jeans,0
M,China,Bengbu,32.0,SmartWool;Caravelli;Scottevest;Biography Wear;Diesel;Volcom;adidas;Cutter & Buck,Men;Men;Men;Men;Men;Men;Men;Men,Socks;Suits & Sport Coats;Outerwear & Coats;Outerwear & Coats;Sleep & Lounge;Tops & Tees;Active;Jeans,0
M,United States,Austin,34.0,Duofold;Original Penguin,Men;Men,Underwear;Swim,0
M,China,Shanghai,17.0,The North Face,Men,Accessories,0
F,United States,Albany,13.0,likemary;7 For All Mankind,Women;Women,Maternity;Jeans,0
M,United States,San Antonio,28.0,O'Neill,Men,Fashion Hoodies & Sweatshirts,1
F,United Kingdom,Leigh,12.0,Bloomingdale's;7 For All Mankind;Trendy Top;Splendid;Electric,Women;Women;Women;Women;Women,Blazers & Jackets;Jeans;Intimates;Maternity;Accessories,0
F,China,Suzhou,45.0,KUT from the Kloth,Women,Jeans,1
F,United States,Oklahoma City,28.0,Tiger Milly;LeggingsQueen;Big Feet Pajama Co.,Women;Women;Women,Dresses;Leggings;Sleep & Lounge,0
F,United States,Aiken,40.0,Curious Designs;Under Moments,Women;Women,Skirts;Intimates,0
F,Brasil,null,53.0,Intimates,Women,Intimates,0
M,Germany,Berlin,48.0,King Formal Wear;Kenneth Cole REACTION;robesale,Men;Men;Men,Suits & Sport Coats;Pants;Sleep & Lounge,0
M,United States,New York,69.0,Majestic International,Men,Sleep & Lounge,0
F,Brasil,Pontal,18.0,Roxy;Calvin Klein,Women;Women,Shorts;Dresses,0
M,China,Shiyan,45.0,Matix,Men,Fashion Hoodies & Sweatshirts,0
M,United States,Fort Worth,18.0,O'Neill;Oakley;Famous Stars and Straps,Men;Men;Men,Swim;Shorts;Fashion Hoodies & Sweatshirts,0
F,China,Xingtai,70.0,Allegra K;Impact Fitness;Nine West,Women;Women;Women,Maternity;Active;Suits,0
M,United States,Clermont,61.0,ARROW;PUMA;Allegra K,Men;Men;Men,Tops & Tees;Socks;Pants,0
F,United States,Marietta,30.0,FineBrandShop,Women,Active,0
M,China,Taiyuan,61.0,Nautica;Tommy Hilfiger;French Connection;Gary Majdell Sport,Men;Men;Men;Men,Jeans;Tops & Tees;Sweaters;Swim,0
F,Brasil,Monte Alegre,29.0,Sutton Studio;Hey Viv !;Threadless;True Soulmate;Hot Fash;Democracy;Suncloud,Women;Women;Women;Women;Women;Women;Women,Sweaters;Skirts;Fashion Hoodies & Sweatshirts;Shorts;Pants & Capris;Blazers & Jackets;Plus,0
M,Brasil,Manaus,54.0,HUGO BOSS,Men,Socks,0
M,United States,Rotterdam,22.0,Aviator,Men,Shorts,0
M,United States,Shoreline,68.0,Wrangler;Billabong,Men;Men,Jeans;Swim,0
F,Germany,Ratingen,56.0,Casual Moments;Carhartt,Women;Women,Plus;Skirts,0
M,Brasil,Santana do Ipanema,59.0,Hot Chillys,Men,Active,0
M,United Kingdom,Heddon-on-the-Wall,49.0,Joe's Jeans,Men,Jeans,0
M,Germany,Plettenberg,24.0,SmartWool;Rusty,Men;Men,Sweaters;Shorts,0
F,United States,Richfield,41.0,Bslingerie,Women,Intimates,0
F,France,Castries,23.0,SmartWool,Women,Plus,0
M,Brasil,Patrocínio,16.0,PUMA,Men,Active,0
F,China,Lijiang,52.0,Splendid;eVogues Apparel;Capezio;The Beach Depot,Women;Women;Women;Women,Tops & Tees;Sweaters;Active;Swim,0
F,China,Taizhou,67.0,Carhartt,Women,Fashion Hoodies & Sweatshirts,0
M,South Korea,Seoul,64.0,Independent Trading Co,Men,Fashion Hoodies & Sweatshirts,0
M,United States,Kaneohe,28.0,Chestnut Hill,Men,Sweaters,0
F,China,Zhanjiang,26.0,Fox Outdoor;Bali;Bella,Women;Women;Women,Swim;Intimates;Tops & Tees,1
M,Brasil,Camaquã,40.0,Dockers,Men,Shorts,1
F,China,Nanjing,34.0,OnGossamer;C-Panty,Women;Women,Intimates;Maternity,0
F,South Korea,Seoul,69.0,Levi's,Women,Jeans,0
F,United States,Leesburg,70.0,H2W,Women,Accessories,0
M,Japan,Tokyo,28.0,Mountain Khakis,Men,Active,0
F,South Korea,Seoul,15.0,American Eagle;Bella,Women;Women,Shorts;Intimates,0
M,China,Foshan,68.0,Timberland;Joseph Abboud,Men;Men,Active;Suits & Sport Coats,0
F,China,Handan,47.0,Fruit of the Loom,Women,Intimates,0
F,Brasil,Lucas do Rio Verde,69.0,Carhartt,Women,Accessories,0
F,South Korea,Busan,39.0,True Religion;Willow & Clay;Capezio,Women;Women;Women,Jeans;Blazers & Jackets;Active,1
